id,class,order,family,genus,scientific_name,common_name,iucn_status,year,month,day,lat,long,x1_month_year,last_month_year,survey_duration,survey_frequency,road_id,road_length,road_lat_initial,road_long_initial,road_lat_final,road_long_final,reference_id
1,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma,LC,2009,July,14,-23.055825,-46.997483,NA,NA,NA,NA,SP_330,NA,NA,NA,NA,NA,Adania_etal_2016
2,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma,LC,2012,April,18,-23.219208,-46.912683,NA,NA,NA,NA,SP_348,NA,NA,NA,NA,NA,Adania_etal_2016
3,Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus,Maned Wolf,NT,2004,August,9,-15.59679,-47.608686,April_2004,August_2005,17,4,BR_020,NA,NA,NA,NA,NA,Bagatini_2006
4,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,March,18,-32.32736,-52.540555,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
5,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,September,15,-31.923596,-52.314358,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
6,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,September,15,-31.923596,-52.314358,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
7,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,13,-31.816899,-52.324539,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
8,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,13,-31.848494,-52.326777,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
9,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,13,-32.402068,-52.558493,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
10,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,26,-31.81016,-52.323693,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
11,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,26,-31.812878,-52.327757,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
12,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,26,-31.815559,-52.324129,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
13,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2003,October,19,-29.345436,-49.765469,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
14,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,September,29,-31.911654,-52.315954,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
15,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,October,20,-31.810638,-52.323679,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
16,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,October,20,-32.376196,-52.552171,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
17,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,October,26,-31.821728,-52.326034,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
18,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,October,26,-32.225036,-52.470234,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
19,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2002,March,15,-31.868963,-52.323286,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
20,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2002,March,26,-32.313048,-52.536658,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
21,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2002,March,26,-32.4668,-52.574641,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
22,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2002,April,12,-32.513973,-52.560102,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
23,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2004,September,17,-32.306075,-52.535213,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
24,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2004,September,17,-32.449693,-52.570769,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
25,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2004,September,24,-32.195558,-52.43889,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
26,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,February,14,-32.543416,-52.541636,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
27,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,February,14,-32.63099,-52.58057,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
28,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,February,14,-32.65077,-52.586984,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
29,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,March,7,-32.264965,-52.512492,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
30,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,April,2,-32.201394,-52.445177,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
31,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,December,12,-31.813477,-52.323973,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
32,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata,Scissor-tailed Nightjar,LC,2002,January,30,-32.177722,-52.419964,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
33,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata,Scissor-tailed Nightjar,LC,2002,February,27,-32.095679,-52.315809,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
34,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata,Scissor-tailed Nightjar,LC,2002,February,27,-32.630309,-52.580185,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
35,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata,Scissor-tailed Nightjar,LC,2002,March,26,-32.083236,-52.28624,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
36,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis,Southern Lapwing,LC,2002,January,30,-31.839069,-52.328375,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
37,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis,Southern Lapwing,LC,2005,May,13,-32.366326,-52.550143,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
38,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2002,March,16,-31.802647,-52.33135,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
39,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2002,June,13,-31.805211,-52.327753,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
40,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2002,October,14,-31.817114,-52.32468,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
41,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2002,October,14,-31.821996,-52.326302,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
42,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2005,July,22,-31.902033,-52.318112,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
43,Aves,Columbiformes,Columbidae,Columbina,Columbina picui,Picui Dove,LC,2002,March,16,-31.787268,-52.351745,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
44,Aves,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground-dove,LC,2002,March,15,-32.124703,-52.363937,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
45,Aves,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground-dove,LC,2002,March,15,-32.357778,-52.547669,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
46,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus melacoryphus,Dark-billed Cuckoo,LC,2002,January,22,-32.182008,-52.424633,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
47,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus melacoryphus,Dark-billed Cuckoo,LC,2002,March,21,-32.183782,-52.426485,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
48,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,9,-32.078247,-52.27477,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
49,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,9,-32.192136,-52.435219,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
50,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,9,-32.278237,-52.526494,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
51,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,9,-32.405402,-52.559433,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
52,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,21,-31.78562,-52.354055,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
53,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,22,-31.92297,-52.313852,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
54,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,22,-32.193045,-52.436198,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
55,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,22,-32.281035,-52.528537,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
56,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,30,-32.26794,-52.511936,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
57,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,30,-32.526921,-52.545857,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
58,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,February,14,-31.898342,-52.31825,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
59,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,February,27,-31.855987,-52.325373,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
60,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,February,27,-32.085824,-52.29257,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
61,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,February,27,-32.421327,-52.563387,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
62,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,7,-31.905789,-52.316928,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
63,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,7,-32.319506,-52.538148,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
64,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,15,-32.08766,-52.296537,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
65,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,15,-32.326431,-52.539785,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
66,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,16,-31.873075,-52.322551,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
67,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,16,-32.142779,-52.383141,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
68,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,April,2,-31.919942,-52.314369,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
69,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,April,12,-31.921504,-52.314265,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
70,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,3,-32.566156,-52.556851,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
71,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,3,-32.570121,-52.558603,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
72,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,3,-32.570121,-52.558603,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
73,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,3,-32.590397,-52.565889,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
74,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,6,-32.53033,-52.481436,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
75,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,17,-32.15258,-52.393373,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
76,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,28,-32.607187,-52.57201,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
77,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,August,2,-31.929512,-52.312823,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
78,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,August,14,-32.512775,-52.561455,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
79,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,November,11,-32.164058,-52.405287,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
80,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2003,January,22,-32.393194,-52.556151,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
81,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2004,October,15,-32.480265,-52.578323,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
82,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2004,December,10,-31.9002,-52.318361,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
83,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,January,7,-32.506309,-52.569326,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
84,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,January,7,-32.718184,-52.631719,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
85,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,January,14,-32.030993,-52.288389,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
86,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,4,-32.318709,-52.538411,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
87,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,11,-32.078701,-52.275348,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
88,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,11,-32.400428,-52.558316,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
89,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,18,-32.689619,-52.615029,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
90,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,25,-31.919728,-52.315085,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
91,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,March,4,-32.775447,-52.660531,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
92,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,March,18,-32.036252,-52.285815,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
93,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,March,18,-32.314972,-52.534205,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
94,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,April,22,-32.165908,-52.407659,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
95,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,April,29,-32.391028,-52.556231,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
96,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,July,6,-32.390868,-52.556058,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
97,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,July,6,-32.397613,-52.557651,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
98,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,August,11,-32.307575,-52.535695,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
99,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,September,1,-31.935533,-52.312338,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
100,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,November,10,-32.311957,-52.536587,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
101,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,December,22,-32.125451,-52.364807,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
102,Aves,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus chimango,Chimango Caracara,LC,2002,March,21,-32.200673,-52.444391,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
103,Aves,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus chimango,Chimango Caracara,LC,2004,September,24,-32.381318,-52.553747,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
104,Aves,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus chimango,Chimango Caracara,LC,2005,October,20,-32.6266,-52.578926,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
105,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,March,26,-32.198337,-52.441936,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
106,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,April,2,-32.600139,-52.569426,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
107,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,May,3,-32.593728,-52.567066,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
108,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,June,21,-32.561291,-52.553508,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
109,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,November,29,-32.640433,-52.584147,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
110,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2004,September,24,-32.157244,-52.398258,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
111,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2004,December,16,-32.571265,-52.559421,January_2002,April_2006,52,3.7,BR_471,160.5,-32.948533,-52.774471,-31.746261,-52.407332,Bager_pers_comm
